timestamp,location,vehicle_count,hour_of_day,day_of_week,congestion_level
2016-02-14 03:00:00,3,2,3,Sunday,Low
2017-01-14 20:00:00,1,54,20,Saturday,High
2017-01-08 20:00:00,4,9,20,Sunday,Low
2016-11-28 19:00:00,1,81,19,Monday,High
2017-06-21 22:00:00,1,94,22,Wednesday,High
2016-10-08 08:00:00,3,8,8,Saturday,Low
2016-02-15 20:00:00,3,8,20,Monday,Low
2017-05-10 19:00:00,4,8,19,Wednesday,Low
2016-03-20 12:00:00,1,24,12,Sunday,Medium
2016-11-27 06:00:00,2,6,6,Sunday,Low
2017-03-22 03:00:00,1,50,3,Wednesday,High
2016-06-08 14:00:00,2,17,14,Wednesday,Low
2016-08-19 09:00:00,1,33,9,Friday,High
2016-10-31 00:00:00,1,39,0,Monday,High
2016-12-05 19:00:00,2,25,19,Monday,Medium
2017-01-05 23:00:00,1,64,23,Thursday,High
2017-02-28 03:00:00,1,50,3,Tuesday,High
2015-12-30 05:00:00,2,7,5,Wednesday,Low
2015-11-17 13:00:00,3,4,13,Tuesday,Low
2016-09-29 19:00:00,1,68,19,Thursday,High
2016-05-27 19:00:00,1,39,19,Friday,High
2016-04-23 12:00:00,1,30,12,Saturday,Medium
2015-12-15 03:00:00,1,16,3,Tuesday,Low
2017-06-07 14:00:00,2,42,14,Wednesday,High
2015-12-02 02:00:00,3,6,2,Wednesday,Low
2015-12-13 03:00:00,1,12,3,Sunday,Low
2016-08-24 02:00:00,1,36,2,Wednesday,High
2017-05-18 02:00:00,1,54,2,Thursday,High
2016-06-28 23:00:00,1,47,23,Tuesday,High
2016-03-19 23:00:00,1,23,23,Saturday,Medium
2017-05-18 02:00:00,1,54,2,Thursday,High
2016-03-09 10:00:00,1,44,10,Wednesday,High
2017-05-10 00:00:00,2,31,0,Wednesday,High
2016-12-20 09:00:00,1,51,9,Tuesday,High
2017-02-22 07:00:00,1,47,7,Wednesday,High
2016-03-14 19:00:00,2,14,19,Monday,Low
2017-04-16 11:00:00,3,21,11,Sunday,Medium
2016-11-26 03:00:00,1,33,3,Saturday,High
2017-02-14 15:00:00,2,24,15,Tuesday,Medium
2016-10-22 19:00:00,2,13,19,Saturday,Low
2016-10-14 03:00:00,3,5,3,Friday,Low
2015-12-20 20:00:00,3,7,20,Sunday,Low
2016-07-05 04:00:00,1,21,4,Tuesday,Medium
2015-12-30 22:00:00,3,6,22,Wednesday,Low
2016-10-17 17:00:00,2,19,17,Monday,Low
2016-09-10 21:00:00,3,23,21,Saturday,Medium
2017-06-08 15:00:00,2,36,15,Thursday,High
2016-06-09 18:00:00,2,18,18,Thursday,Low
2016-06-21 23:00:00,1,48,23,Tuesday,High
2016-07-11 21:00:00,1,57,21,Monday,High
2017-04-12 00:00:00,1,66,0,Wednesday,High
2017-02-09 17:00:00,4,12,17,Thursday,Low
2016-11-08 00:00:00,2,20,0,Tuesday,Medium
2016-02-22 09:00:00,2,12,9,Monday,Low
2016-09-29 17:00:00,2,19,17,Thursday,Low
2017-03-25 17:00:00,1,54,17,Saturday,High
2016-04-18 21:00:00,1,43,21,Monday,High
2017-03-02 06:00:00,4,5,6,Thursday,Low
2016-11-17 00:00:00,3,10,0,Thursday,Low
2017-06-23 00:00:00,3,25,0,Friday,Medium
2016-01-13 12:00:00,3,6,12,Wednesday,Low
2016-09-20 16:00:00,2,19,16,Tuesday,Low
2017-02-09 16:00:00,4,12,16,Thursday,Low
2016-07-09 12:00:00,1,32,12,Saturday,High
2016-04-17 06:00:00,1,15,6,Sunday,Low
2016-05-20 07:00:00,2,10,7,Friday,Low
2015-11-19 05:00:00,3,4,5,Thursday,Low
2016-11-26 05:00:00,2,9,5,Saturday,Low
2016-12-25 01:00:00,2,8,1,Sunday,Low
2016-03-11 04:00:00,2,4,4,Friday,Low
2016-09-06 16:00:00,1,65,16,Tuesday,High
2016-04-16 05:00:00,3,3,5,Saturday,Low
2017-05-17 19:00:00,2,34,19,Wednesday,High
2016-08-28 23:00:00,2,11,23,Sunday,Low
2016-06-05 17:00:00,3,9,17,Sunday,Low
2016-12-22 12:00:00,1,69,12,Thursday,High
2016-09-26 14:00:00,2,18,14,Monday,Low
2017-05-27 16:00:00,2,18,16,Saturday,Low
2016-08-09 12:00:00,1,61,12,Tuesday,High
2017-04-09 14:00:00,1,56,14,Sunday,High
2016-09-17 01:00:00,1,48,1,Saturday,High
2017-01-01 18:00:00,2,9,18,Sunday,Low
2016-02-08 13:00:00,1,34,13,Monday,High
2016-01-12 15:00:00,3,8,15,Tuesday,Low
2016-02-27 20:00:00,2,7,20,Saturday,Low
2017-06-02 00:00:00,3,16,0,Friday,Low
2017-04-16 06:00:00,4,4,6,Sunday,Low
2017-01-20 00:00:00,3,16,0,Friday,Low
2017-06-16 09:00:00,1,68,9,Friday,High
2017-05-06 15:00:00,4,6,15,Saturday,Low
2016-11-24 06:00:00,3,11,6,Thursday,Low
2017-02-05 21:00:00,1,63,21,Sunday,High
2017-03-17 19:00:00,1,84,19,Friday,High
2016-04-14 19:00:00,1,45,19,Thursday,High
2016-11-14 11:00:00,1,72,11,Monday,High
2016-04-18 02:00:00,3,6,2,Monday,Low
2016-10-02 07:00:00,2,8,7,Sunday,Low
2017-01-22 10:00:00,4,7,10,Sunday,Low
2015-12-17 21:00:00,2,8,21,Thursday,Low
2016-01-29 14:00:00,3,29,14,Friday,Medium
2017-06-01 08:00:00,2,21,8,Thursday,Medium
2016-02-12 14:00:00,3,15,14,Friday,Low
2016-06-15 18:00:00,2,19,18,Wednesday,Low
2017-03-08 17:00:00,1,74,17,Wednesday,High
2016-08-10 10:00:00,3,13,10,Wednesday,Low
2015-12-04 11:00:00,1,32,11,Friday,High
2016-04-28 19:00:00,2,16,19,Thursday,Low
2017-01-18 20:00:00,1,82,20,Wednesday,High
2016-05-18 01:00:00,2,13,1,Wednesday,Low
2016-09-10 21:00:00,1,39,21,Saturday,High
2016-07-10 11:00:00,1,30,11,Sunday,Medium
2016-01-30 07:00:00,3,7,7,Saturday,Low
2017-02-16 14:00:00,2,22,14,Thursday,Medium
2016-02-25 12:00:00,2,13,12,Thursday,Low
2016-09-13 12:00:00,1,64,12,Tuesday,High
2016-12-31 09:00:00,1,31,9,Saturday,High
2017-01-03 16:00:00,4,11,16,Tuesday,Low
2016-01-29 03:00:00,3,9,3,Friday,Low
2017-03-15 04:00:00,1,45,4,Wednesday,High
2016-03-09 20:00:00,3,7,20,Wednesday,Low
2017-01-22 20:00:00,1,60,20,Sunday,High
2016-10-21 18:00:00,1,68,18,Friday,High
2016-06-28 17:00:00,3,10,17,Tuesday,Low
2016-12-16 21:00:00,1,64,21,Friday,High
2015-12-09 05:00:00,1,11,5,Wednesday,Low
2016-12-11 23:00:00,1,55,23,Sunday,High
2017-01-05 20:00:00,1,77,20,Thursday,High
2016-05-08 06:00:00,1,16,6,Sunday,Low
2017-06-26 12:00:00,4,7,12,Monday,Low
2016-02-13 23:00:00,3,8,23,Saturday,Low
2017-05-08 16:00:00,2,33,16,Monday,High
2016-04-24 20:00:00,1,35,20,Sunday,High
2017-06-19 17:00:00,3,34,17,Monday,High
2016-09-13 09:00:00,2,10,9,Tuesday,Low
2017-06-18 10:00:00,1,49,10,Sunday,High
2017-05-11 02:00:00,1,53,2,Thursday,High
2016-07-13 13:00:00,1,54,13,Wednesday,High
2017-04-15 02:00:00,1,40,2,Saturday,High
2016-05-21 18:00:00,1,28,18,Saturday,Medium
2016-11-11 17:00:00,1,56,17,Friday,High
2016-03-17 11:00:00,1,42,11,Thursday,High
2017-02-24 10:00:00,2,22,10,Friday,Medium
2016-01-01 03:00:00,3,1,3,Friday,Low
2017-02-03 10:00:00,4,10,10,Friday,Low
2015-12-18 07:00:00,1,15,7,Friday,Low
2017-01-24 18:00:00,1,81,18,Tuesday,High
2016-06-17 12:00:00,3,10,12,Friday,Low
2017-04-21 17:00:00,2,25,17,Friday,Medium
2016-04-20 15:00:00,1,41,15,Wednesday,High
2016-12-04 20:00:00,1,56,20,Sunday,High
2017-06-19 10:00:00,1,96,10,Monday,High
2016-04-25 03:00:00,2,7,3,Monday,Low
2017-04-11 04:00:00,2,17,4,Tuesday,Low
2016-06-04 21:00:00,1,27,21,Saturday,Medium
2017-01-31 17:00:00,1,79,17,Tuesday,High
2016-10-18 18:00:00,2,23,18,Tuesday,Medium
2017-02-15 19:00:00,1,82,19,Wednesday,High
2017-05-26 11:00:00,2,31,11,Friday,High
2016-06-16 17:00:00,3,11,17,Thursday,Low
2017-02-26 11:00:00,1,49,11,Sunday,High
2016-04-12 21:00:00,3,23,21,Tuesday,Medium
2016-09-16 05:00:00,2,6,5,Friday,Low
2016-03-23 05:00:00,1,16,5,Wednesday,Low
2016-10-19 04:00:00,1,34,4,Wednesday,High
2017-04-10 11:00:00,2,31,11,Monday,High
2016-10-12 00:00:00,2,17,0,Wednesday,Low
2016-11-26 22:00:00,1,62,22,Saturday,High
2017-02-09 07:00:00,1,45,7,Thursday,High
2016-12-21 09:00:00,3,13,9,Wednesday,Low
2016-07-20 18:00:00,1,61,18,Wednesday,High
2017-05-04 14:00:00,2,32,14,Thursday,High
2016-01-11 12:00:00,1,38,12,Monday,High
2017-05-07 11:00:00,3,10,11,Sunday,Low
2016-06-16 15:00:00,1,56,15,Thursday,High
2016-02-03 22:00:00,3,14,22,Wednesday,Low
2017-04-13 17:00:00,4,6,17,Thursday,Low
2016-05-02 23:00:00,1,39,23,Monday,High
2016-03-12 06:00:00,3,7,6,Saturday,Low
2016-08-20 19:00:00,1,41,19,Saturday,High
2017-02-08 00:00:00,1,70,0,Wednesday,High
2016-07-14 04:00:00,3,5,4,Thursday,Low
2016-01-24 04:00:00,2,6,4,Sunday,Low
2016-08-01 02:00:00,3,6,2,Monday,Low
2016-11-08 17:00:00,3,14,17,Tuesday,Low
2017-06-14 14:00:00,1,109,14,Wednesday,High
2016-10-20 11:00:00,3,32,11,Thursday,High
2016-08-04 14:00:00,2,1,14,Thursday,Low
2016-08-28 14:00:00,1,32,14,Sunday,High
2016-12-31 01:00:00,1,35,1,Saturday,High
2017-01-05 22:00:00,1,69,22,Thursday,High
2016-05-27 05:00:00,3,4,5,Friday,Low
2016-06-15 08:00:00,3,6,8,Wednesday,Low
2016-04-08 02:00:00,3,7,2,Friday,Low
2016-03-02 16:00:00,3,30,16,Wednesday,Medium
2015-11-25 18:00:00,1,28,18,Wednesday,Medium
2017-03-13 12:00:00,1,63,12,Monday,High
2017-04-21 09:00:00,4,3,9,Friday,Low
2016-10-13 18:00:00,1,74,18,Thursday,High
2016-08-01 14:00:00,1,62,14,Monday,High
2016-11-13 16:00:00,1,33,16,Sunday,High
2016-10-19 01:00:00,1,55,1,Wednesday,High
2016-09-08 09:00:00,1,37,9,Thursday,High
2017-05-29 06:00:00,3,5,6,Monday,Low
2016-12-24 06:00:00,3,6,6,Saturday,Low
2016-12-22 20:00:00,1,64,20,Thursday,High
2017-02-07 13:00:00,4,9,13,Tuesday,Low
2017-02-01 03:00:00,1,48,3,Wednesday,High
2016-10-13 04:00:00,1,31,4,Thursday,High
2016-02-22 13:00:00,2,11,13,Monday,Low
2016-01-20 20:00:00,1,36,20,Wednesday,High
2016-07-10 20:00:00,1,33,20,Sunday,High
2016-08-08 15:00:00,1,69,15,Monday,High
2015-11-06 20:00:00,1,18,20,Friday,Low
2017-04-04 19:00:00,3,51,19,Tuesday,High
2017-01-25 02:00:00,2,21,2,Wednesday,Medium
2016-11-18 01:00:00,3,13,1,Friday,Low
2016-05-10 14:00:00,3,18,14,Tuesday,Low
2016-12-15 02:00:00,2,13,2,Thursday,Low
2016-11-19 02:00:00,1,43,2,Saturday,High
2017-06-29 10:00:00,1,104,10,Thursday,High
2017-03-04 23:00:00,3,23,23,Saturday,Medium
2017-03-26 11:00:00,4,5,11,Sunday,Low
2017-06-06 21:00:00,2,36,21,Tuesday,High
2017-04-11 07:00:00,2,19,7,Tuesday,Low
2016-12-07 09:00:00,2,16,9,Wednesday,Low
2016-01-06 15:00:00,3,9,15,Wednesday,Low
2017-06-04 23:00:00,4,6,23,Sunday,Low
2016-11-19 11:00:00,3,14,11,Saturday,Low
2016-08-25 12:00:00,1,63,12,Thursday,High
2017-04-13 17:00:00,1,73,17,Thursday,High
2017-03-05 09:00:00,2,14,9,Sunday,Low
2017-04-18 10:00:00,4,7,10,Tuesday,Low
2017-03-19 05:00:00,2,15,5,Sunday,Low
2016-09-29 03:00:00,1,33,3,Thursday,High
2017-04-08 19:00:00,2,12,19,Saturday,Low
2016-08-28 08:00:00,2,7,8,Sunday,Low
2017-04-18 23:00:00,4,9,23,Tuesday,Low
2017-04-09 04:00:00,1,37,4,Sunday,High
2017-06-22 05:00:00,2,19,5,Thursday,Low
2016-05-16 17:00:00,2,14,17,Monday,Low
2016-07-14 23:00:00,1,49,23,Thursday,High
2016-06-22 11:00:00,3,9,11,Wednesday,Low
2016-06-05 23:00:00,1,33,23,Sunday,High
2017-05-09 07:00:00,4,6,7,Tuesday,Low
2016-06-26 05:00:00,1,11,5,Sunday,Low
2016-10-01 18:00:00,1,38,18,Saturday,High
2017-06-29 06:00:00,1,49,6,Thursday,High
2017-04-27 17:00:00,2,31,17,Thursday,High
2017-01-19 16:00:00,1,75,16,Thursday,High
2016-07-17 09:00:00,1,27,9,Sunday,Medium
2016-01-22 02:00:00,2,6,2,Friday,Low
2017-04-20 10:00:00,4,5,10,Thursday,Low
2017-06-28 14:00:00,2,39,14,Wednesday,High
2016-05-14 09:00:00,3,11,9,Saturday,Low
2017-05-02 15:00:00,2,31,15,Tuesday,High
2015-11-07 21:00:00,2,7,21,Saturday,Low
2016-04-06 12:00:00,1,41,12,Wednesday,High
2016-07-16 12:00:00,1,31,12,Saturday,High
2015-12-20 03:00:00,2,3,3,Sunday,Low
2016-09-24 10:00:00,2,7,10,Saturday,Low
2016-04-19 01:00:00,1,34,1,Tuesday,High
2017-04-01 11:00:00,3,22,11,Saturday,Medium
2016-01-23 20:00:00,1,27,20,Saturday,Medium
2016-03-22 10:00:00,1,39,10,Tuesday,High
2016-04-19 02:00:00,2,12,2,Tuesday,Low
2016-02-20 02:00:00,1,29,2,Saturday,Medium
2016-02-29 02:00:00,1,24,2,Monday,Medium
2016-09-06 11:00:00,2,11,11,Tuesday,Low
2016-11-30 13:00:00,1,68,13,Wednesday,High
2016-10-24 17:00:00,1,78,17,Monday,High
2017-05-21 15:00:00,4,8,15,Sunday,Low
2017-04-20 06:00:00,3,17,6,Thursday,Low
2017-01-29 01:00:00,4,4,1,Sunday,Low
2017-05-18 01:00:00,4,5,1,Thursday,Low
2016-04-06 21:00:00,1,43,21,Wednesday,High
2016-12-19 13:00:00,2,15,13,Monday,Low
2017-03-28 18:00:00,2,29,18,Tuesday,Medium
2017-05-18 05:00:00,3,5,5,Thursday,Low
2016-11-07 19:00:00,1,81,19,Monday,High
2016-09-24 21:00:00,3,52,21,Saturday,High
2016-09-27 05:00:00,1,27,5,Tuesday,Medium
2016-12-28 17:00:00,1,56,17,Wednesday,High
2017-06-24 23:00:00,3,20,23,Saturday,Medium
2017-04-18 18:00:00,2,32,18,Tuesday,High
2016-07-12 11:00:00,1,58,11,Tuesday,High
2017-05-15 23:00:00,1,82,23,Monday,High
2017-06-05 16:00:00,2,36,16,Monday,High
2017-02-11 11:00:00,1,46,11,Saturday,High
2017-03-06 11:00:00,4,10,11,Monday,Low
2016-03-22 00:00:00,1,34,0,Tuesday,High
2015-12-31 03:00:00,1,13,3,Thursday,Low
2016-06-08 18:00:00,1,51,18,Wednesday,High
2017-05-06 20:00:00,4,4,20,Saturday,Low
2015-12-17 13:00:00,1,29,13,Thursday,Medium
2017-01-15 00:00:00,1,50,0,Sunday,High
2016-02-06 12:00:00,2,6,12,Saturday,Low
2016-07-06 03:00:00,1,24,3,Wednesday,Medium
2016-07-28 11:00:00,2,14,11,Thursday,Low
2016-07-19 04:00:00,2,10,4,Tuesday,Low
2016-03-15 14:00:00,1,41,14,Tuesday,High
2016-12-19 17:00:00,3,17,17,Monday,Low
2017-05-25 22:00:00,2,33,22,Thursday,High
2016-02-02 09:00:00,2,9,9,Tuesday,Low
2016-06-09 10:00:00,1,44,10,Thursday,High
2016-10-30 23:00:00,3,11,23,Sunday,Low
2016-02-23 04:00:00,1,22,4,Tuesday,Medium
2017-05-04 06:00:00,4,4,6,Thursday,Low
2017-02-10 16:00:00,1,73,16,Friday,High
2017-03-18 06:00:00,3,6,6,Saturday,Low
2017-01-05 14:00:00,1,82,14,Thursday,High
2017-04-02 20:00:00,1,68,20,Sunday,High
2016-05-06 11:00:00,1,61,11,Friday,High
2016-08-04 11:00:00,1,59,11,Thursday,High
2017-03-02 05:00:00,1,39,5,Thursday,High
2015-11-29 12:00:00,3,2,12,Sunday,Low
2016-05-02 01:00:00,3,11,1,Monday,Low
2016-05-05 22:00:00,1,36,22,Thursday,High
2016-10-06 19:00:00,1,74,19,Thursday,High
2016-03-11 12:00:00,3,32,12,Friday,High
2016-08-05 13:00:00,1,51,13,Friday,High
2017-04-14 11:00:00,1,68,11,Friday,High
2016-08-29 19:00:00,3,21,19,Monday,Medium
2016-10-12 18:00:00,2,16,18,Wednesday,Low
2015-11-04 16:00:00,2,8,16,Wednesday,Low
2017-04-13 20:00:00,4,7,20,Thursday,Low
2017-01-03 10:00:00,1,63,10,Tuesday,High
2016-03-13 02:00:00,2,7,2,Sunday,Low
2017-02-09 11:00:00,1,105,11,Thursday,High
2015-12-04 13:00:00,1,25,13,Friday,Medium
2016-06-11 05:00:00,3,5,5,Saturday,Low
2017-01-27 00:00:00,1,66,0,Friday,High
2016-08-09 15:00:00,1,55,15,Tuesday,High
2017-03-18 01:00:00,1,51,1,Saturday,High
2015-12-02 21:00:00,3,5,21,Wednesday,Low
2017-05-17 01:00:00,3,10,1,Wednesday,Low
2017-05-24 22:00:00,4,6,22,Wednesday,Low
2017-01-04 16:00:00,2,22,16,Wednesday,Medium
2016-08-10 12:00:00,3,20,12,Wednesday,Medium
2016-05-30 14:00:00,1,57,14,Monday,High
2017-04-01 09:00:00,1,44,9,Saturday,High
2017-03-16 15:00:00,3,24,15,Thursday,Medium
2016-04-20 19:00:00,3,24,19,Wednesday,Medium
2017-01-23 18:00:00,1,85,18,Monday,High
2017-04-21 15:00:00,2,31,15,Friday,High
2017-05-26 19:00:00,1,90,19,Friday,High
2015-11-30 20:00:00,1,31,20,Monday,High
2016-04-10 02:00:00,1,21,2,Sunday,Medium
2017-03-29 12:00:00,4,12,12,Wednesday,Low
2017-04-12 14:00:00,1,91,14,Wednesday,High
2017-06-13 00:00:00,2,35,0,Tuesday,High
2017-02-06 15:00:00,1,93,15,Monday,High
2016-03-04 13:00:00,1,40,13,Friday,High
2016-02-24 10:00:00,3,17,10,Wednesday,Low
2016-02-04 16:00:00,3,19,16,Thursday,Low
2017-06-24 19:00:00,1,65,19,Saturday,High
2016-10-07 00:00:00,3,11,0,Friday,Low
2016-10-06 10:00:00,2,14,10,Thursday,Low
2016-02-10 17:00:00,3,10,17,Wednesday,Low
2016-03-07 01:00:00,3,7,1,Monday,Low
2016-01-02 20:00:00,1,21,20,Saturday,Medium
2015-12-05 00:00:00,1,18,0,Saturday,Low
2017-05-20 11:00:00,1,55,11,Saturday,High
2017-04-05 14:00:00,4,8,14,Wednesday,Low
2016-01-23 08:00:00,2,5,8,Saturday,Low
2016-07-12 17:00:00,1,54,17,Tuesday,High
2017-05-01 04:00:00,3,9,4,Monday,Low
2016-04-14 19:00:00,1,45,19,Thursday,High
2016-08-09 04:00:00,3,6,4,Tuesday,Low
2016-04-04 15:00:00,1,45,15,Monday,High
2017-06-19 21:00:00,3,20,21,Monday,Medium
2017-04-19 01:00:00,1,59,1,Wednesday,High
2015-12-20 15:00:00,1,17,15,Sunday,Low
2016-11-19 15:00:00,1,35,15,Saturday,High
2017-04-25 12:00:00,3,33,12,Tuesday,High
2016-03-06 20:00:00,1,29,20,Sunday,Medium
2017-03-14 11:00:00,2,21,11,Tuesday,Medium
2016-10-17 13:00:00,3,28,13,Monday,Medium
2016-06-10 13:00:00,1,45,13,Friday,High
2017-05-27 15:00:00,3,9,15,Saturday,Low
2016-06-07 12:00:00,1,54,12,Tuesday,High
2016-08-24 19:00:00,1,69,19,Wednesday,High
2016-12-05 04:00:00,1,39,4,Monday,High
2016-11-14 01:00:00,2,13,1,Monday,Low
2016-03-20 20:00:00,2,9,20,Sunday,Low
2016-02-18 04:00:00,2,7,4,Thursday,Low
2016-08-13 21:00:00,1,33,21,Saturday,High
2016-05-31 10:00:00,3,15,10,Tuesday,Low
2016-07-02 04:00:00,3,5,4,Saturday,Low
2016-12-03 19:00:00,1,62,19,Saturday,High
2017-02-23 03:00:00,1,55,3,Thursday,High
2016-05-07 10:00:00,3,6,10,Saturday,Low
2016-06-02 14:00:00,1,53,14,Thursday,High
2016-06-02 05:00:00,3,6,5,Thursday,Low
2016-03-16 08:00:00,2,11,8,Wednesday,Low
2016-08-20 17:00:00,2,8,17,Saturday,Low
2017-04-22 23:00:00,1,56,23,Saturday,High
2016-06-21 23:00:00,1,48,23,Tuesday,High
2017-06-12 08:00:00,2,18,8,Monday,Low
2016-01-16 12:00:00,2,4,12,Saturday,Low
2016-01-24 01:00:00,3,5,1,Sunday,Low
2017-04-13 17:00:00,1,73,17,Thursday,High
2017-05-15 16:00:00,1,100,16,Monday,High
2017-04-30 06:00:00,2,15,6,Sunday,Low
2016-11-22 15:00:00,1,74,15,Tuesday,High
2017-04-26 03:00:00,1,46,3,Wednesday,High
2016-10-30 01:00:00,1,38,1,Sunday,High
2016-11-10 01:00:00,2,14,1,Thursday,Low
2017-03-29 19:00:00,1,83,19,Wednesday,High
2016-04-13 06:00:00,3,9,6,Wednesday,Low
2016-05-19 07:00:00,3,6,7,Thursday,Low
2017-01-22 01:00:00,2,12,1,Sunday,Low
2017-03-21 19:00:00,1,96,19,Tuesday,High
2016-07-17 06:00:00,2,4,6,Sunday,Low
2017-03-14 05:00:00,3,4,5,Tuesday,Low
2016-09-15 22:00:00,3,14,22,Thursday,Low
2017-03-21 19:00:00,1,96,19,Tuesday,High
2016-01-18 17:00:00,1,34,17,Monday,High
2017-04-12 08:00:00,1,53,8,Wednesday,High
2016-11-15 04:00:00,2,15,4,Tuesday,Low
2017-02-26 13:00:00,2,13,13,Sunday,Low
2016-09-07 04:00:00,1,26,4,Wednesday,Medium
2016-07-09 19:00:00,3,14,19,Saturday,Low
2017-04-20 13:00:00,3,36,13,Thursday,High
2016-02-22 16:00:00,2,14,16,Monday,Low
2015-11-03 07:00:00,3,5,7,Tuesday,Low
2017-03-12 11:00:00,1,51,11,Sunday,High
2016-02-26 17:00:00,3,29,17,Friday,Medium
2016-06-01 01:00:00,3,8,1,Wednesday,Low
2016-02-23 03:00:00,2,12,3,Tuesday,Low
2016-02-02 11:00:00,2,13,11,Tuesday,Low
2017-05-09 22:00:00,2,34,22,Tuesday,High
2016-12-29 12:00:00,2,15,12,Thursday,Low
2016-12-21 19:00:00,1,79,19,Wednesday,High
2016-11-20 01:00:00,1,37,1,Sunday,High
2016-08-25 19:00:00,2,20,19,Thursday,Medium
2017-03-22 18:00:00,4,7,18,Wednesday,Low
2017-03-08 03:00:00,1,50,3,Wednesday,High
2017-04-23 22:00:00,4,6,22,Sunday,Low
2017-04-05 08:00:00,4,7,8,Wednesday,Low
2017-06-09 23:00:00,3,15,23,Friday,Low
2016-12-13 13:00:00,1,74,13,Tuesday,High
2017-06-22 04:00:00,1,41,4,Thursday,High
2016-07-30 02:00:00,1,29,2,Saturday,Medium
2017-05-24 15:00:00,1,107,15,Wednesday,High
2016-12-01 14:00:00,1,80,14,Thursday,High
2016-03-07 01:00:00,1,22,1,Monday,Medium
2016-10-28 19:00:00,1,79,19,Friday,High
2016-05-18 14:00:00,1,47,14,Wednesday,High
2016-08-29 05:00:00,3,6,5,Monday,Low
2016-04-12 12:00:00,1,54,12,Tuesday,High
2017-02-20 04:00:00,1,35,4,Monday,High
2017-01-09 17:00:00,1,90,17,Monday,High
2017-01-27 16:00:00,1,67,16,Friday,High
2016-05-18 17:00:00,2,17,17,Wednesday,Low
2017-03-19 15:00:00,1,48,15,Sunday,High
2016-05-15 14:00:00,3,13,14,Sunday,Low
2015-12-14 18:00:00,3,5,18,Monday,Low
2016-11-18 08:00:00,3,17,8,Friday,Low
2016-11-07 00:00:00,2,13,0,Monday,Low
2017-05-09 20:00:00,1,92,20,Tuesday,High
2017-06-24 15:00:00,1,56,15,Saturday,High
2017-03-20 17:00:00,1,97,17,Monday,High
2017-03-21 01:00:00,1,64,1,Tuesday,High
2017-03-05 18:00:00,4,8,18,Sunday,Low
2015-12-10 04:00:00,3,3,4,Thursday,Low
2017-03-28 02:00:00,4,4,2,Tuesday,Low
2017-03-25 11:00:00,1,64,11,Saturday,High
2016-01-11 21:00:00,3,4,21,Monday,Low
2017-01-08 16:00:00,1,61,16,Sunday,High
2017-04-04 00:00:00,1,73,0,Tuesday,High
2017-04-25 03:00:00,4,7,3,Tuesday,Low
2017-06-17 03:00:00,3,8,3,Saturday,Low
2016-09-30 16:00:00,1,68,16,Friday,High
2016-09-07 18:00:00,1,62,18,Wednesday,High
2016-08-02 18:00:00,1,58,18,Tuesday,High
2016-03-21 16:00:00,2,13,16,Monday,Low
2017-05-17 14:00:00,3,20,14,Wednesday,Medium
2015-11-10 11:00:00,1,38,11,Tuesday,High
2016-11-30 09:00:00,1,54,9,Wednesday,High
2017-05-19 12:00:00,1,101,12,Friday,High
2017-01-03 17:00:00,1,73,17,Tuesday,High
2016-05-20 14:00:00,3,17,14,Friday,Low
2017-02-23 11:00:00,1,84,11,Thursday,High
2017-05-30 12:00:00,2,38,12,Tuesday,High
2016-11-18 12:00:00,1,94,12,Friday,High
2017-01-08 22:00:00,4,9,22,Sunday,Low
2017-02-25 17:00:00,3,38,17,Saturday,High
2015-12-27 10:00:00,1,17,10,Sunday,Low
2016-10-12 17:00:00,2,17,17,Wednesday,Low
2015-12-30 11:00:00,2,12,11,Wednesday,Low
2016-06-28 07:00:00,2,8,7,Tuesday,Low
2016-03-02 20:00:00,1,44,20,Wednesday,High
2017-04-19 21:00:00,4,19,21,Wednesday,Low
2016-10-24 17:00:00,1,78,17,Monday,High
2016-12-16 20:00:00,2,15,20,Friday,Low
2016-08-31 13:00:00,1,58,13,Wednesday,High
2016-09-11 23:00:00,3,31,23,Sunday,High
2016-09-14 08:00:00,2,11,8,Wednesday,Low
2016-09-22 20:00:00,1,68,20,Thursday,High
2016-07-16 14:00:00,1,30,14,Saturday,Medium
2017-04-10 01:00:00,4,4,1,Monday,Low
2017-06-20 23:00:00,2,35,23,Tuesday,High
2017-06-02 20:00:00,4,18,20,Friday,Low
2017-04-12 08:00:00,2,19,8,Wednesday,Low
2017-04-08 18:00:00,1,59,18,Saturday,High
2017-05-31 09:00:00,2,18,9,Wednesday,Low
2016-12-16 05:00:00,1,31,5,Friday,High
2017-06-12 04:00:00,2,12,4,Monday,Low
2016-03-27 15:00:00,3,7,15,Sunday,Low
2016-12-31 12:00:00,3,13,12,Saturday,Low
2016-08-10 20:00:00,1,58,20,Wednesday,High
2017-02-20 04:00:00,1,35,4,Monday,High
2016-02-14 20:00:00,1,24,20,Sunday,Medium
2017-06-26 17:00:00,1,93,17,Monday,High
2016-05-30 09:00:00,1,32,9,Monday,High
2016-07-21 17:00:00,3,16,17,Thursday,Low
2017-05-25 12:00:00,1,112,12,Thursday,High
2016-01-12 05:00:00,3,5,5,Tuesday,Low
2016-04-08 00:00:00,3,10,0,Friday,Low
2016-08-12 14:00:00,1,53,14,Friday,High
2017-04-06 09:00:00,1,61,9,Thursday,High
2017-05-12 16:00:00,3,16,16,Friday,Low
